,CurrencyID 2 To_AUD,ComponentID 33 AnnualMultiplier,ComponentID 34 AnnualMultiplier,ComponentID 35 AnnualMultiplier,ComponentID 36 AnnualMultiplier,ComponentID 37 AnnualMultiplier,ComponentID 38 AnnualMultiplier,ComponentID 39 AnnualMultiplier,ComponentID 40 AnnualMultiplier,ComponentID 41 AnnualMultiplier,ComponentID 42 AnnualMultiplier,ComponentID 45 AnnualMultiplier,ComponentID 46 AnnualMultiplier,ComponentID 33 BaselineCost,ComponentID 34 BaselineCost,ComponentID 35 BaselineCost,ComponentID 36 BaselineCost,ComponentID 39 BaselineCost,ComponentID 40 BaselineCost,ComponentID 41 BaselineCost,SystemComponentID 163 UsageAnnualMultiplier,SystemComponentID 164 UsageAnnualMultiplier,SystemComponentID 165 UsageAnnualMultiplier,SystemComponentID 166 UsageAnnualMultiplier,SystemComponentID 167 UsageAnnualMultiplier,SystemComponentID 168 UsageAnnualMultiplier,SystemComponentID 169 UsageAnnualMultiplier,SystemComponentID 170 UsageAnnualMultiplier,SystemComponentID 171 UsageAnnualMultiplier,SystemComponentID 172 UsageAnnualMultiplier,SystemComponentID 163 Usage,SystemComponentID 168 Usage,ScenarioSystemID 2 InstallNumber,ScenarioSystemID 3 InstallNumber,ScenarioSystemID 7 InstallNumber,ScenarioSystemID 10 InstallNumber,ScenarioSystemID 11 InstallNumber,ScenarioSystemID 14 InstallNumber,ScenarioSystemID 18 InstallNumber,ScenarioSystemID 19 InstallNumber,ScenarioSystemID 22 InstallNumber,ScenarioSystemID 23 InstallNumber,MAV_non_avail,MAV_tol_mismatch,MAV_soiling_modifier,MAV_degr_yr1,MAV_degr_annual,MAV_ave_temp_increase,SAT_non_avail,SAT_tol_mismatch,SAT_soiling_modifier,SAT_bifaciality_modifier,SAT_degr_yr1,SAT_degr_annual,discounted_ghi,MAV_PERCa_2028_NPV,variance,range,10th percentile,50th percentile,90th percentile
CurrencyID 2 To_AUD,1.0,0.037605093526368406,0.053337369131794723,-0.002210626474496656,-0.05863931309111604,-0.04298773263934528,-0.051382337652594166,0.022910562779561168,-0.06108400129973213,0.027923865488357215,0.07491351749369259,0.032873450255237455,-0.06626902520182602,-0.04894132939624335,0.01857116729734414,0.0035262760356404993,,,,,0.013238352715065488,-0.003909506192801246,0.07782801254981095,-0.031456238388765184,0.02382513547262001,0.03328628247700213,-0.006750011480346699,0.03206094655786447,0.029796910935099837,-0.035511549173269,,,,,,,,,,,,,0.0286750591741919,0.012449221590387673,0.005304263085938317,-0.0019408104462352675,0.029438059051681262,-0.08952525126921397,0.0069940197557401525,0.024677802714557565,0.005304263085938317,-0.04992993660268591,-0.0019408104462352675,0.014990233457817252,0.03567021987480898,-0.43830825453558897,19,1.25 - 1.45,1.25,1.35,1.45
ComponentID 33 AnnualMultiplier,0.037605093526368406,1.0,0.015507871655635892,-0.02995672371258492,-0.02046449294057824,-0.02953484526596367,-0.0397662517479513,-0.08627137252838639,-0.052430458398284537,0.03645125987253758,0.02352469332593139,-0.06759437171527898,-0.04469484271920276,0.05606851853000321,-0.011596000310436257,-0.053141118486995334,,,,,-0.013163721478893092,-0.04524306309771877,0.008299100722477457,0.03632493508827639,0.010872079169411276,0.014947281145537367,-0.014321411507710087,-0.004930300707700586,0.05587230808050724,0.006473886213924483,,,,,,,,,,,,,0.026062269254317955,0.030938007819050966,-0.013762592346474296,0.01526866868386831,-0.02284540910388479,-0.03962856633479606,0.023776678972556184,0.00639587229606344,-0.013762592346474296,-0.004680793533695475,0.01526866868386831,-0.008836383253941727,-0.023134115555674597,-0.6228763147970802,39,0.81 - 0.9,0.81,0.83,0.9
ComponentID 34 AnnualMultiplier,0.053337369131794723,0.015507871655635892,1.0,0.013333288682957219,-0.050123461429863285,-0.03570253318635627,-0.08994791748209847,0.03833410179715487,0.06220168206365903,-0.0044442147623458194,0.04835935494862022,-0.0009716307719394128,0.005914143800735447,0.03153299278569744,-0.05408222283382906,0.02365448044338674,,,,,-0.0446481339311791,0.08121277125046271,0.06316374865525876,-0.056483744774768745,-0.06137123425440309,-0.007736288218447434,0.02885508821639522,-0.05934642883044571,-0.009215588159404165,-0.013979809847987062,,,,,,,,,,,,,0.031053843578347298,0.03739889468801532,0.10991687533443364,0.005161231032501951,0.0003690734182503781,0.01825321510735817,0.033087696395559536,0.010039754794774848,0.10991687533443364,0.04703612386662848,0.005161231032501951,-0.017396126821727136,0.07579774718066762,-0.05131907419969616,0,0.81 - 0.9,0.81,0.83,0.9
ComponentID 35 AnnualMultiplier,-0.002210626474496656,-0.02995672371258492,0.013333288682957219,1.0,-0.09031170702304124,-0.035057543616022556,0.006222285931502472,0.058541613913165286,0.012249424307628345,0.04793077989073474,0.012103720845006102,0.02536272280490604,0.051714539588319085,0.07323089327718342,0.0664005876152965,-0.0030845865252424423,,,,,-0.02701407408595836,0.004127561940457479,-0.017742546530980393,-0.061782569336746425,0.06179581337180073,8.179163848578952e-05,0.05173028384920149,0.026996343537191315,0.06247322973302174,-0.0188824633900781,,,,,,,,,,,,,-0.011717258198968128,0.021626885064583632,-0.06042202035861854,0.014925639886662427,-0.047674402097301616,-0.05418808613002832,0.016597999960996875,0.013702946642518744,-0.06042202035861854,-0.06935340299911066,0.014925639886662427,-0.01077189762017758,-0.030822843163077186,-0.02404648417762923,0,0.81 - 0.9,0.81,0.83,0.9
ComponentID 36 AnnualMultiplier,-0.05863931309111604,-0.02046449294057824,-0.050123461429863285,-0.09031170702304124,1.0,0.03509620724579295,-0.05256284111334376,-0.03047831402764819,-0.08579593933275773,0.02472352782537559,-0.021464323578386322,0.017274955770334405,-0.06926734633137127,-0.042751318185000185,-0.023341661770999795,-0.05012875735286236,,,,,-0.02326347042289329,-0.05781208487388047,-0.02985104995022991,0.003046894769682403,-0.02425974703941012,-0.0539777665892198,-0.007521507271119831,-0.0273333874745303,-0.09608297830541487,0.0018252785049723335,,,,,,,,,,,,,-0.040762412132111354,-0.06952781475810386,-0.04549434654678227,-0.01803219468829742,0.016443953399252895,-0.04474349707098378,0.017066392602154354,-0.06226077586801645,-0.04549434654678227,-0.00048076248738079114,-0.01803219468829742,0.04342435804572704,-0.03164311384626424,0.09666083857482802,1,0.9 - 1.0,0.9,0.95,1.0
ComponentID 37 AnnualMultiplier,-0.04298773263934528,-0.02953484526596367,-0.03570253318635627,-0.035057543616022556,0.03509620724579295,1.0,0.018781133148280556,-0.008051075388128852,-0.1268993126991712,0.040033250287578606,-0.05015183388148602,0.05210432260021811,-0.035797257329179356,0.03228176441862128,0.034515537413554453,0.022394528021676362,,,,,0.007836123975937161,-0.013600863843957091,-0.0390181225563138,-0.00529749282426917,0.04712802663355742,0.05207277721923703,-0.011921863529288257,-0.026304911994969035,-0.006809351580139155,-0.0677381715018809,,,,,,,,,,,,,-0.0710350837933166,-0.024399188904037916,-0.08967688820686044,0.08792665717331916,0.07442786051808992,0.03885012577457206,-0.05334459918445227,0.00607390136617331,-0.08967688820686044,-0.04534235439979887,0.08792665717331916,0.07642324817444066,0.010657570952120575,0.05390256692123826,0,0.85 - 0.95,0.85,0.9,0.95
ComponentID 38 AnnualMultiplier,-0.051382337652594166,-0.0397662517479513,-0.08994791748209847,0.006222285931502472,-0.05256284111334376,0.018781133148280556,1.0,0.06452364849144235,0.046943969627356495,0.03262129038212017,0.009036279450346263,-0.009347134616450299,0.03081091555336635,-0.037275583532588426,0.08531201377253701,0.012754034297935694,,,,,0.03426623057763377,0.017457708170746714,-0.05604431307350003,-0.006398608576217109,0.019292244218773562,-0.025855706078882285,0.07763315971528426,0.02646301080534674,-0.006559360661352624,-0.03592093081874933,,,,,,,,,,,,,-0.0022343132931070472,0.028876500028584266,0.036187280595443655,-0.04359754501286966,0.07590052870792684,0.08529611966127108,-0.03130507537307413,0.030915605680195062,0.036187280595443655,-0.015813180944990724,-0.04359754501286966,0.08067567029708599,-0.03930694369491033,0.018453554821868258,0,0.94 - 1.05,0.94,1.0,1.05
ComponentID 39 AnnualMultiplier,0.022910562779561168,-0.08627137252838639,0.03833410179715487,0.058541613913165286,-0.03047831402764819,-0.008051075388128852,0.06452364849144235,1.0,-0.02616313404157073,0.03565595729302337,0.033231115536546375,-0.048516156991899886,-0.006486473379962882,-0.023124891990412375,0.06662310382844935,-0.05082814603807078,,,,,-0.029110208805571924,0.07244323498201735,0.032533377093553736,0.024751200087170504,-0.053946948356929134,0.020035756013180788,0.09249996150957393,0.014769396528789959,-0.05693199681062336,-0.08459508747156651,,,,,,,,,,,,,0.07100986810566448,-0.0017624797703942733,0.046252552360024825,0.03597881164897864,0.023970035104161472,-0.07844556474402097,0.0639205674088533,-0.0010325216484083192,0.046252552360024825,-0.011134808260645916,0.03597881164897864,0.023472648946875577,-0.011226249379370778,0.02750980785517638,0,0.95 - 1.05,0.95,1.0,1.05
ComponentID 40 AnnualMultiplier,-0.06108400129973213,-0.052430458398284537,0.06220168206365903,0.012249424307628345,-0.08579593933275773,-0.1268993126991712,0.046943969627356495,-0.02616313404157073,1.0,-0.02769732820101369,-0.027436639465835765,0.05087766104732674,0.0952526880928455,0.044476077394369457,0.014029430157121109,-0.02551195320355672,,,,,-0.017601155359126028,-0.02999959184939038,-0.030651063826703837,-0.0945073602618798,-0.01672152959240042,-0.07760727287099405,-0.015996988490086277,0.06418171651408351,-0.013308591326092488,0.0572045321758316,,,,,,,,,,,,,0.009236380220613075,0.01277056256665661,-0.018708785556049816,-0.02484416282324077,-0.00500068839001654,0.10528557673600775,-0.003808403526615331,-0.0054067158626648695,-0.018708785556049816,0.03887525904906822,-0.02484416282324077,0.003966869679967483,0.0041387196240159066,-0.08377012224497249,1,0.95 - 1.05,0.95,1.0,1.05
ComponentID 41 AnnualMultiplier,0.027923865488357215,0.03645125987253758,-0.0044442147623458194,0.04793077989073474,0.02472352782537559,0.040033250287578606,0.03262129038212017,0.03565595729302337,-0.02769732820101369,1.0,-0.006773025869169759,0.01971097534804731,-0.011271354518027951,-0.058124883726741856,-0.022778684102048745,-0.010077478684715388,,,,,0.041622433476582045,0.02334140885834327,-0.011752258957582539,0.04585863152197106,-0.035814468372865255,0.03232890733421296,0.04840915021092047,0.049792156614008105,-0.021078825722431426,0.07047242062795112,,,,,,,,,,,,,-0.030156205689106715,0.11122041314275836,0.023379932048865418,0.037849512390476056,-0.1220912674343259,0.04413881263559424,-0.0023860156795123114,0.12126774529681321,0.023379932048865418,-0.001392084083932926,0.037849512390476056,-0.09378798090744556,-0.009352625335857494,-0.11005171298219217,1,0.95 - 1.05,0.95,1.0,1.05
ComponentID 42 AnnualMultiplier,0.07491351749369259,0.02352469332593139,0.04835935494862022,0.012103720845006102,-0.021464323578386322,-0.05015183388148602,0.009036279450346263,0.033231115536546375,-0.027436639465835765,-0.006773025869169759,1.0,0.023618120970353436,0.03329597618341306,0.016716379120831078,-0.025061380115462818,0.001893769983612082,,,,,0.0007398011258142428,0.06228257970292039,-0.02196861565301516,-0.07139683978495025,0.04237711093897332,-0.03298364033082229,0.035417441485094944,0.012122126640857558,-0.03322275788061462,-0.08243908604298668,,,,,,,,,,,,,-0.004520185853738653,0.07088575132888404,0.0562537583922741,-0.08551763340144962,0.029997648975167233,0.0691970200491466,-0.003553260365107606,0.05527574425250238,0.0562537583922741,0.030013184415637714,-0.08551763340144962,0.027967840481449457,0.003945368132041576,-0.28076846662823923,8,0.95 - 1.05,0.95,1.0,1.05
ComponentID 45 AnnualMultiplier,0.032873450255237455,-0.06759437171527898,-0.0009716307719394128,0.02536272280490604,0.017274955770334405,0.05210432260021811,-0.009347134616450299,-0.048516156991899886,0.05087766104732674,0.01971097534804731,0.023618120970353436,1.0,0.07853302007821847,0.016936368888713086,0.022825519436562986,-0.009282039923772844,,,,,0.034792444383512096,0.02738295415923979,-0.052465204293797925,0.05927287615393723,0.07761354189746324,0.028313686701506947,-0.03777583456166756,0.010768550068284746,-0.08440300087972384,0.042802479114399536,,,,,,,,,,,,,-0.08715934704400526,-0.01797903026739317,0.04861733328655668,0.019569982995854752,0.091110065322568,-0.03738985287482708,-0.06613679476264137,-0.03306279623951925,0.04861733328655668,-0.014918684671978938,0.019569982995854752,0.10204050118148406,0.05778323488447882,-0.08172948017330554,1,0.95 - 1.05,0.95,1.0,1.05
ComponentID 46 AnnualMultiplier,-0.06626902520182602,-0.04469484271920276,0.005914143800735447,0.051714539588319085,-0.06926734633137127,-0.035797257329179356,0.03081091555336635,-0.006486473379962882,0.0952526880928455,-0.011271354518027951,0.03329597618341306,0.07853302007821847,1.0,-0.060491622509749716,-0.026429973203523763,0.010886851586420202,,,,,-0.0551620718764944,0.041603926847984585,-0.06093281540797946,0.022748891056040766,0.015155463361249183,-0.017805143351911547,-0.0019959690608315904,0.06596171765252733,0.028609550949517892,0.03532659095763943,,,,,,,,,,,,,-0.0022008759361312274,0.007370255667251576,0.09019695789593038,-0.0645938007627278,-0.11639136068074789,0.03650862972429575,0.005217393395283157,-0.03567128242753566,0.09019695789593038,0.07610675655343721,-0.0645938007627278,-0.049743151539207775,0.014457379656734687,-0.10006254240420547,1,0.95 - 1.05,0.95,1.0,1.05
ComponentID 33 BaselineCost,-0.04894132939624335,0.05606851853000321,0.03153299278569744,0.07323089327718342,-0.042751318185000185,0.03228176441862128,-0.037275583532588426,-0.023124891990412375,0.044476077394369457,-0.058124883726741856,0.016716379120831078,0.016936368888713086,-0.060491622509749716,1.0,-0.00016292199618585262,0.10177982182691751,,,,,0.011772908655032005,0.04814100032712642,0.04576029238144356,0.043316590311631605,-0.01625335706521611,-0.029629645495570144,-0.03295480724816038,0.08380529405338853,0.01658607987548517,-0.01540113064414938,,,,,,,,,,,,,0.031835649294556144,0.09289857055048166,-0.0701170826246069,0.047803667199287345,0.03325737281807193,-0.07242997075202025,-0.01954666467755695,0.06892751389310428,-0.0701170826246069,0.016773640878571652,0.047803667199287345,-0.0022701596630585914,0.012243200847022682,-0.3763414476065096,14,0.17 - 0.22,0.17,0.18,0.22
ComponentID 34 BaselineCost,0.01857116729734414,-0.011596000310436257,-0.05408222283382906,0.0664005876152965,-0.023341661770999795,0.034515537413554453,0.08531201377253701,0.06662310382844935,0.014029430157121109,-0.022778684102048745,-0.025061380115462818,0.022825519436562986,-0.026429973203523763,-0.00016292199618585262,1.0,0.026014172724999077,,,,,-0.01913637683716254,0.04051090872600233,0.044849145800372206,0.004392291551587854,0.09262059923609837,-0.019398850982533307,-0.037263713662612725,-0.05765675898105779,-0.008691924940844161,0.05920029491923896,,,,,,,,,,,,,-0.06280877520957212,-0.03396876340460832,-0.030342725148552057,0.03837628684679088,0.017198795945297263,0.05960965882963451,-0.027137988666515647,-0.013614860991726232,-0.030342725148552057,0.012617152723284205,0.03837628684679088,0.022500249846193598,-0.047267510457029316,-0.006452590149403585,0,0.0 - 0.02,0.0,0.01,0.02
ComponentID 35 BaselineCost,0.0035262760356404993,-0.053141118486995334,0.02365448044338674,-0.0030845865252424423,-0.05012875735286236,0.022394528021676362,0.012754034297935694,-0.05082814603807078,-0.02551195320355672,-0.010077478684715388,0.001893769983612082,-0.009282039923772844,0.010886851586420202,0.10177982182691751,0.026014172724999077,1.0,,,,,0.006591830464146238,-0.013998054597019825,-0.0025317600104541467,-0.011278509468653839,0.0586885287455508,-0.020578695534875315,0.03421874208668638,0.022558542805761625,0.036394692868514926,-0.025967242680108808,,,,,,,,,,,,,-0.015136360511621727,0.017659726361640378,-0.014797438059796667,-0.03522970061865309,-0.0035720256019129656,-0.02031605866564356,-0.02604830535718731,0.0327955232632822,-0.014797438059796667,-0.0795627981352071,-0.03522970061865309,0.014573624805344906,-0.017602623458541918,0.007442356625819375,0,0.01 - 0.04,0.01,0.02,0.04
ComponentID 36 BaselineCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3806.18 - 3806.18,3806.18,3806.18,3806.18
ComponentID 39 BaselineCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7576.88 - 7576.88,7576.88,7576.88,7576.88
ComponentID 40 BaselineCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,686432.98 - 686432.98,686432.98,686432.98,686432.98
ComponentID 41 BaselineCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16.86 - 16.86,16.86,16.86,16.86
SystemComponentID 163 UsageAnnualMultiplier,0.013238352715065488,-0.013163721478893092,-0.0446481339311791,-0.02701407408595836,-0.02326347042289329,0.007836123975937161,0.03426623057763377,-0.029110208805571924,-0.017601155359126028,0.041622433476582045,0.0007398011258142428,0.034792444383512096,-0.0551620718764944,0.011772908655032005,-0.01913637683716254,0.006591830464146238,,,,,1.0,-0.04868677271564652,0.020949998734463945,-0.014208124102394937,-0.03127995547303989,-0.03464821743499581,-0.045335825383790586,-0.004402921049728308,0.06719187010744582,0.03920573075285294,,,,,,,,,,,,,0.008433018702131721,-0.04925017783953529,-0.027921707183347994,0.05992391896029525,0.0543142509759493,0.01267595251460272,-0.01639388545800763,-0.025531006841809593,-0.027921707183347994,-0.01749878313551595,0.05992391896029525,0.05155858854363124,-0.05292715592792881,-0.38596423913199973,15,0.8 - 1.01,0.8,0.89,1.01
SystemComponentID 164 UsageAnnualMultiplier,-0.003909506192801246,-0.04524306309771877,0.08121277125046271,0.004127561940457479,-0.05781208487388047,-0.013600863843957091,0.017457708170746714,0.07244323498201735,-0.02999959184939038,0.02334140885834327,0.06228257970292039,0.02738295415923979,0.041603926847984585,0.04814100032712642,0.04051090872600233,-0.013998054597019825,,,,,-0.04868677271564652,1.0,0.062279840452519684,-0.052081015171937424,-0.004400353144643687,-0.04552838594288698,0.01090924737185674,0.021075717833666005,-0.034405314780748306,-0.03562274389930171,,,,,,,,,,,,,-0.015158596473370832,0.030555227559569638,0.010038977703431035,0.016967854896660382,-0.056784427077951914,0.006984938822511084,-0.027402024023838303,0.03703163211497766,0.010038977703431035,-0.08847646540717902,0.016967854896660382,-0.03510422984368521,-0.011258811164540323,-0.12394652876101347,2,0.8 - 1.0,0.8,0.9,1.0
SystemComponentID 165 UsageAnnualMultiplier,0.07782801254981095,0.008299100722477457,0.06316374865525876,-0.017742546530980393,-0.02985104995022991,-0.0390181225563138,-0.05604431307350003,0.032533377093553736,-0.030651063826703837,-0.011752258957582539,-0.02196861565301516,-0.052465204293797925,-0.06093281540797946,0.04576029238144356,0.044849145800372206,-0.0025317600104541467,,,,,0.020949998734463945,0.062279840452519684,1.0,-0.0836560771338201,-0.028849665394766834,-0.02346691781694841,0.04451929006444151,0.08250530472289729,-0.04155287455962803,-0.028539974252994826,,,,,,,,,,,,,0.018371612456112407,-0.014446172671680472,0.02512808264251819,-0.02433141227120035,0.02365067320560678,-0.07842580827472177,-0.021376406029629254,-0.0026554445238621623,0.02512808264251819,-0.09605561875858368,-0.02433141227120035,0.01716902560488402,-0.01911524010194306,-0.06183032764950682,0,0.98 - 1.0,0.98,0.99,1.0
